,Time_Order_picked,Weatherconditions,Road_traffic_density,Type_of_vehicle,City,City_name,Delivery_person_Age,Delivery_person_Ratings,Multiple_deliveries,Time_taken_min,Distance,Speed,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude
1870,1900-01-01 18:30:00,Cloudy,Medium,motorcycle,Metropolitian,Pune,23.0,4.9,2.0,36.0,7.79,12.98,18.636215,73.751081,18.706215,73.821081
1871,1900-01-01 09:30:00,Cloudy,Low,motorcycle,Metropolitian,Pune,28.0,5.0,1.0,19.0,1.11,3.51,18.636215,73.751081,18.646215,73.761081
1872,1900-01-01 20:35:00,Cloudy,Jam,scooter,Urban,Pune,33.0,4.8,2.0,44.0,14.45,19.7,18.636215,73.751081,18.766215,73.881081
1873,1900-01-01 00:05:00,Fog,Low,motorcycle,Metropolitian,Pune,30.0,4.9,0.0,29.0,14.45,29.9,18.636215,73.751081,18.766215,73.881081
1874,1900-01-01 21:50:00,Cloudy,Jam,scooter,Metropolitian,Pune,22.0,4.7,0.0,31.0,6.67,12.91,18.636215,73.751081,18.696215,73.811081
1875,1900-01-01 21:10:00,Sandstorms,Jam,scooter,Metropolitian,Pune,23.0,4.9,0.0,10.0,3.34,20.04,18.636215,73.751081,18.666215,73.781081
1876,1900-01-01 23:50:00,Sandstorms,Low,scooter,Urban,Pune,32.0,4.9,1.0,20.0,7.78,23.34,18.536718,73.830327,18.606718,73.900327
1877,1900-01-01 23:30:00,Sunny,Low,motorcycle,Metropolitian,Pune,38.0,4.6,0.0,26.0,12.24,28.25,18.536718,73.830327,18.646718,73.940327
1878,1900-01-01 11:35:00,Windy,High,motorcycle,Metropolitian,Pune,30.0,4.0,1.0,31.0,1.11,2.15,18.536718,73.830327,18.546719,73.840328
1879,1900-01-01 16:55:00,Sandstorms,Medium,motorcycle,Metropolitian,Pune,35.0,4.3,1.0,33.0,4.45,8.09,18.536718,73.830327,18.576718,73.870328
1880,1900-01-01 19:25:00,Sandstorms,Jam,scooter,Metropolitian,Pune,34.0,4.7,1.0,30.0,5.56,11.12,18.536718,73.830327,18.586718,73.880327
1881,1900-01-01 18:35:00,Fog,Medium,scooter,Metropolitian,Pune,22.0,4.0,1.0,39.0,14.48,22.28,18.536718,73.830327,18.666719,73.960327
1882,1900-01-01 08:45:00,Cloudy,Low,scooter,Metropolitian,Pune,29.0,4.7,1.0,14.0,2.22,9.51,18.536718,73.830327,18.556718,73.850327
1883,1900-01-01 10:40:00,Sunny,Low,motorcycle,Metropolitian,Pune,38.0,4.7,1.0,20.0,2.22,6.66,18.536718,73.830327,18.556718,73.850327
1884,1900-01-01 20:25:00,Windy,Jam,motorcycle,Metropolitian,Pune,30.0,4.7,2.0,44.0,5.56,7.58,18.536718,73.830327,18.586718,73.880327
1885,1900-01-01 18:15:00,Sunny,Medium,motorcycle,Metropolitian,Pune,32.0,5.0,0.0,21.0,5.56,15.89,18.536718,73.830327,18.586718,73.880327
1886,1900-01-01 23:30:00,Fog,Low,motorcycle,Metropolitian,Pune,34.0,4.7,1.0,39.0,7.78,11.97,18.530963,73.828972,18.600963,73.898972
1887,1900-01-01 21:25:00,Windy,Jam,electric_scooter,Metropolitian,Pune,34.0,4.3,1.0,44.0,7.78,10.61,18.530963,73.828972,18.600963,73.898972
1888,1900-01-01 17:25:00,Fog,Medium,motorcycle,Metropolitian,Pune,34.0,4.9,1.0,30.0,7.78,15.56,18.530963,73.828972,18.600963,73.898972
1889,1900-01-01 08:50:00,Stormy,Low,electric_scooter,Metropolitian,Pune,27.0,4.6,1.0,17.0,1.11,3.92,18.530963,73.828972,18.540963,73.838972
1890,1900-01-01 19:10:00,Sandstorms,Medium,motorcycle,Urban,Pune,23.0,4.5,0.0,18.0,5.56,18.53,18.530963,73.828972,18.580963,73.878972
1891,1900-01-01 18:05:00,Stormy,Medium,scooter,Metropolitian,Pune,27.0,5.0,1.0,23.0,5.56,14.5,18.530963,73.828972,18.580963,73.878972
1892,1900-01-01 17:50:00,Stormy,Medium,motorcycle,Metropolitian,Pune,26.0,5.0,1.0,21.0,14.48,41.37,18.530963,73.828972,18.660963,73.958972
1893,1900-01-01 19:05:00,Fog,Medium,scooter,Urban,Pune,20.0,5.0,0.0,13.0,6.67,30.78,18.530963,73.828972,18.590963,73.888972
1894,1900-01-01 18:40:00,Windy,Medium,motorcycle,Urban,Pune,37.0,5.0,2.0,35.0,3.33,5.71,18.530963,73.828972,18.560963,73.858972
1895,1900-01-01 23:40:00,Sunny,Low,scooter,Metropolitian,Pune,22.0,4.7,0.0,22.0,3.33,9.08,18.530963,73.828972,18.560963,73.858972
1896,1900-01-01 19:35:00,Sunny,Jam,motorcycle,Urban,Pune,21.0,4.6,0.0,17.0,6.67,23.54,18.530963,73.828972,18.590963,73.888972
1898,1900-01-01 00:05:00,Windy,Low,scooter,Metropolitian,Pune,31.0,4.9,1.0,23.0,3.33,8.69,18.530963,73.828972,18.560963,73.858972
1899,1900-01-01 00:00:00,Sunny,Low,motorcycle,Metropolitian,Pune,22.0,4.5,1.0,23.0,12.22,31.88,18.593481,73.785901,18.703481,73.895901
1900,1900-01-01 14:45:00,Sunny,High,motorcycle,Metropolitian,Pune,22.0,4.4,2.0,52.0,4.45,5.13,18.593481,73.785901,18.633481,73.825901
1901,1900-01-01 21:30:00,Windy,Jam,motorcycle,Metropolitian,Pune,29.0,4.8,1.0,18.0,12.22,40.73,18.593481,73.785901,18.703481,73.895901
1902,1900-01-01 18:40:00,Windy,Medium,scooter,Metropolitian,Pune,38.0,4.1,1.0,39.0,7.78,11.97,18.593481,73.785901,18.663481,73.855901
1904,1900-01-01 12:15:00,Sandstorms,High,motorcycle,Metropolitian,Pune,25.0,4.3,1.0,33.0,2.22,4.04,18.593481,73.785901,18.613481,73.805901
1905,1900-01-01 08:15:00,Cloudy,Low,motorcycle,Metropolitian,Pune,31.0,4.7,0.0,15.0,2.22,8.88,18.593481,73.785901,18.613481,73.805901
1906,1900-01-01 19:25:00,Sunny,Jam,electric_scooter,Metropolitian,Pune,20.0,4.5,0.0,13.0,8.89,41.03,18.593481,73.785901,18.673481,73.865901
1907,1900-01-01 20:50:00,Sunny,Jam,motorcycle,Metropolitian,Pune,29.0,5.0,0.0,23.0,8.89,23.19,18.593481,73.785901,18.673481,73.865901
1908,1900-01-01 21:35:00,Cloudy,Jam,motorcycle,Metropolitian,Pune,21.0,4.9,1.0,30.0,14.45,28.9,18.593481,73.785901,18.723481,73.915901
1909,1900-01-01 17:30:00,Stormy,Medium,scooter,Urban,Pune,28.0,4.9,1.0,29.0,14.45,29.9,18.593481,73.785901,18.723481,73.915901
1910,1900-01-01 16:05:00,Sandstorms,Medium,motorcycle,Metropolitian,Pune,32.0,4.4,1.0,37.0,4.47,7.25,18.563934,73.915367,18.603935,73.955367
1911,1900-01-01 20:30:00,Cloudy,Jam,electric_scooter,Urban,Pune,33.0,4.4,0.0,43.0,12.35,17.23,18.563934,73.915367,18.673935,74.025367
1912,1900-01-01 15:30:00,Stormy,Medium,motorcycle,Metropolitian,Pune,38.0,4.7,0.0,25.0,4.47,10.73,18.563934,73.915367,18.603935,73.955367
1913,1900-01-01 20:10:00,Windy,Jam,motorcycle,Metropolitian,Pune,28.0,4.5,1.0,28.0,12.35,26.46,18.563934,73.915367,18.673935,74.025367
1915,1900-01-01 17:45:00,Sunny,Medium,motorcycle,Urban,Pune,33.0,4.9,0.0,22.0,14.61,39.85,18.563934,73.915367,18.693935,74.045367
1916,1900-01-01 23:35:00,Cloudy,Low,scooter,Metropolitian,Pune,37.0,3.5,1.0,35.0,14.61,25.05,18.563934,73.915367,18.693935,74.045367
1917,1900-01-01 21:05:00,Sunny,Jam,scooter,Metropolitian,Pune,37.0,4.6,1.0,16.0,3.35,12.56,18.563934,73.915367,18.593934,73.945367
1918,1900-01-01 17:55:00,Sandstorms,Medium,motorcycle,Metropolitian,Pune,37.0,4.0,1.0,33.0,3.35,6.09,18.563934,73.915367,18.593934,73.945367
1919,1900-01-01 09:10:00,Sunny,Low,scooter,Metropolitian,Pune,35.0,4.8,0.0,13.0,1.11,5.12,18.592718,73.773572,18.602718,73.783572
1920,1900-01-01 09:15:00,Cloudy,Low,electric_scooter,Urban,Pune,22.0,4.9,1.0,18.0,1.11,3.7,18.592718,73.773572,18.602718,73.783572
1921,1900-01-01 19:40:00,Cloudy,Jam,motorcycle,Metropolitian,Pune,24.0,4.9,1.0,33.0,14.45,26.27,18.592718,73.773572,18.722718,73.903572
1922,1900-01-01 00:05:00,Windy,Low,motorcycle,Metropolitian,Pune,25.0,4.9,1.0,16.0,14.45,54.19,18.592718,73.773572,18.722718,73.903572
1923,1900-01-01 21:55:00,Sandstorms,Jam,electric_scooter,Urban,Pune,23.0,4.8,1.0,21.0,8.89,25.4,18.592718,73.773572,18.672718,73.853572
1924,1900-01-01 00:05:00,Fog,Low,scooter,Urban,Pune,33.0,3.6,1.0,36.0,14.45,24.08,18.592718,73.773572,18.722718,73.903572
1925,1900-01-01 23:35:00,Fog,Low,scooter,Urban,Pune,32.0,4.5,1.0,31.0,10.0,19.35,18.592718,73.773572,18.682718,73.863572
1926,1900-01-01 23:20:00,Sandstorms,Low,motorcycle,Metropolitian,Pune,39.0,4.9,1.0,27.0,3.34,7.42,18.592718,73.773572,18.622718,73.803572
1927,1900-01-01 17:30:00,Stormy,Medium,electric_scooter,Metropolitian,Pune,39.0,4.6,0.0,34.0,6.67,11.77,18.592718,73.773572,18.652718,73.833572
1928,1900-01-01 21:20:00,Sunny,Jam,scooter,Metropolitian,Pune,34.0,4.8,1.0,17.0,6.67,23.54,18.592718,73.773572,18.652718,73.833572
1929,1900-01-01 23:10:00,Fog,Low,motorcycle,Urban,Pune,21.0,4.6,1.0,15.0,6.67,26.68,18.592718,73.773572,18.652718,73.833572
1930,1900-01-01 18:00:00,Sunny,Medium,motorcycle,Metropolitian,Pune,31.0,4.9,1.0,20.0,10.0,30.0,18.592718,73.773572,18.682718,73.863572
1931,1900-01-01 23:55:00,Sunny,Low,scooter,Metropolitian,Ranchi,34.0,4.6,0.0,19.0,16.0,50.53,23.354422,85.3329,23.464422,85.4429
1932,1900-01-01 13:00:00,Sunny,High,motorcycle,Metropolitian,Ranchi,25.0,4.2,1.0,44.0,5.87,8.0,23.354422,85.3329,23.394422,85.3729
1933,1900-01-01 22:30:00,Stormy,Low,scooter,Metropolitian,Ranchi,30.0,4.6,1.0,20.0,16.0,48.0,23.354422,85.3329,23.464422,85.4429
1935,1900-01-01 18:25:00,Sunny,Medium,motorcycle,Metropolitian,Ranchi,31.0,4.6,1.0,21.0,7.33,20.94,23.354422,85.3329,23.404422,85.3829
1936,1900-01-01 19:45:00,Stormy,Jam,motorcycle,Metropolitian,Ranchi,20.0,4.6,1.0,29.0,7.33,15.17,23.354422,85.3329,23.404422,85.3829
1938,1900-01-01 22:05:00,Fog,Jam,scooter,Metropolitian,Ranchi,20.0,5.0,1.0,41.0,13.13,19.21,23.354422,85.3329,23.444422,85.4229
1939,1900-01-01 21:45:00,Cloudy,Jam,scooter,Metropolitian,Ranchi,30.0,5.0,1.0,48.0,13.13,16.41,23.354422,85.3329,23.444422,85.4229
1940,1900-01-01 21:45:00,Fog,Jam,motorcycle,Metropolitian,Ranchi,36.0,4.7,1.0,29.0,8.78,18.17,23.354422,85.3329,23.414422,85.3929
1941,1900-01-01 19:35:00,Stormy,Jam,scooter,Metropolitian,Ranchi,22.0,4.8,1.0,28.0,10.28,22.03,23.416792,85.316842,23.486792,85.386842
1942,1900-01-01 14:15:00,Cloudy,High,scooter,Urban,Ranchi,30.0,4.6,0.0,38.0,5.89,9.3,23.416792,85.316842,23.456792,85.356842
1943,1900-01-01 17:45:00,Cloudy,Medium,motorcycle,Metropolitian,Ranchi,30.0,4.8,2.0,46.0,16.07,20.96,23.416792,85.316842,23.526792,85.426842
1944,1900-01-01 12:55:00,Fog,High,motorcycle,Metropolitian,Ranchi,34.0,5.0,1.0,29.0,5.89,12.19,23.416792,85.316842,23.456792,85.356842
1945,1900-01-01 23:40:00,Fog,Low,electric_scooter,Metropolitian,Ranchi,20.0,4.7,1.0,28.0,10.28,22.03,23.416792,85.316842,23.486792,85.386842
1946,1900-01-01 18:55:00,Cloudy,Medium,scooter,Metropolitian,Ranchi,39.0,4.9,1.0,18.0,4.43,14.77,23.416792,85.316842,23.446792,85.346842
1947,1900-01-01 21:15:00,Windy,Jam,scooter,Metropolitian,Ranchi,34.0,4.1,1.0,32.0,8.82,16.54,23.416792,85.316842,23.476792,85.376842
1948,1900-01-01 23:30:00,Cloudy,Low,motorcycle,Metropolitian,Ranchi,23.0,4.8,1.0,23.0,13.18,34.38,23.416792,85.316842,23.506792,85.406842
1965,1900-01-01 11:05:00,Sandstorms,Low,motorcycle,Metropolitian,Ranchi,30.0,4.4,1.0,22.0,1.48,4.04,23.359033,85.325347,23.369033,85.335347
1966,1900-01-01 21:20:00,Fog,Jam,scooter,Metropolitian,Ranchi,33.0,4.7,1.0,49.0,16.03,19.63,23.359033,85.325347,23.469033,85.435347
1967,1900-01-01 20:40:00,Cloudy,Jam,motorcycle,Metropolitian,Ranchi,35.0,4.8,3.0,48.0,10.25,12.81,23.359033,85.325347,23.429033,85.395347
1968,1900-01-01 18:10:00,Sandstorms,Medium,motorcycle,Metropolitian,Ranchi,26.0,4.7,1.0,28.0,10.25,21.96,23.359033,85.325347,23.429033,85.395347
1969,1900-01-01 10:25:00,Windy,Low,motorcycle,Metropolitian,Ranchi,27.0,4.5,0.0,22.0,2.95,8.05,23.359033,85.325347,23.379033,85.345347
1970,1900-01-01 20:40:00,Fog,Jam,motorcycle,Metropolitian,Ranchi,39.0,4.1,2.0,47.0,11.7,14.94,23.359033,85.325347,23.439033,85.405347
1971,1900-01-01 20:40:00,Windy,Jam,motorcycle,Metropolitian,Ranchi,28.0,4.6,1.0,28.0,7.34,15.73,23.359033,85.325347,23.409033,85.375347
1972,1900-01-01 18:05:00,Windy,Medium,scooter,Metropolitian,Ranchi,34.0,4.6,0.0,27.0,7.34,16.31,23.359033,85.325347,23.409033,85.375347
1973,1900-01-01 23:30:00,Stormy,Low,motorcycle,Metropolitian,Ranchi,36.0,4.5,1.0,23.0,11.7,30.52,23.359033,85.325347,23.439033,85.405347
1974,1900-01-01 21:00:00,Sandstorms,Jam,scooter,Urban,Ranchi,26.0,4.9,1.0,22.0,8.8,24.0,23.359033,85.325347,23.419033,85.385347
1975,1900-01-01 21:30:00,Sandstorms,Jam,motorcycle,Urban,Ranchi,21.0,4.3,1.0,38.0,4.42,6.98,23.359033,85.325347,23.389033,85.355347
1976,1900-01-01 22:25:00,Fog,Low,motorcycle,Metropolitian,Ranchi,24.0,4.7,1.0,21.0,13.15,37.57,23.359033,85.325347,23.449033,85.415347
1978,1900-01-01 21:40:00,Cloudy,Jam,motorcycle,Metropolitian,Ranchi,24.0,4.9,2.0,42.0,10.26,14.66,23.355164,85.324097,23.425164,85.394097
1979,1900-01-01 20:30:00,Sandstorms,Jam,motorcycle,Urban,Ranchi,32.0,4.9,2.0,44.0,10.26,13.99,23.355164,85.324097,23.425164,85.394097
1980,1900-01-01 22:55:00,Sandstorms,Low,motorcycle,Urban,Ranchi,26.0,4.7,1.0,10.0,10.26,61.56,23.355164,85.324097,23.425164,85.394097
1981,1900-01-01 11:30:00,Stormy,High,scooter,Urban,Ranchi,27.0,4.8,1.0,17.0,2.95,10.41,23.355164,85.324097,23.375164,85.344097
1982,1900-01-01 19:00:00,Cloudy,Medium,motorcycle,Metropolitian,Ranchi,28.0,4.5,1.0,30.0,11.71,23.42,23.355164,85.324097,23.435164,85.404097
1983,1900-01-01 08:50:00,Cloudy,Low,motorcycle,Metropolitian,Ranchi,35.0,4.8,1.0,27.0,2.95,6.56,23.355164,85.324097,23.375164,85.344097
1984,1900-01-01 22:50:00,Sunny,Low,motorcycle,Metropolitian,Ranchi,26.0,4.8,1.0,29.0,13.16,27.23,23.355164,85.324097,23.445164,85.414097
1985,1900-01-01 23:25:00,Sunny,Low,motorcycle,Metropolitian,Ranchi,25.0,4.6,0.0,16.0,8.8,33.0,23.355164,85.324097,23.415164,85.384097
1986,1900-01-01 19:35:00,Sunny,Jam,motorcycle,Metropolitian,Ranchi,35.0,4.9,0.0,24.0,8.8,22.0,23.355164,85.324097,23.415164,85.384097
1987,1900-01-01 12:55:00,Sandstorms,High,motorcycle,Urban,Ranchi,28.0,4.7,0.0,38.0,5.88,9.28,23.357804,85.325146,23.397804,85.365146
1988,1900-01-01 08:35:00,Stormy,Low,scooter,Metropolitian,Ranchi,22.0,4.5,0.0,15.0,2.95,11.8,23.357804,85.325146,23.377804,85.345146
1989,1900-01-01 20:55:00,Fog,Jam,motorcycle,Metropolitian,Ranchi,36.0,4.8,1.0,25.0,7.34,17.62,23.357804,85.325146,23.407804,85.375146
1990,1900-01-01 23:50:00,Fog,Low,motorcycle,Metropolitian,Ranchi,37.0,4.4,1.0,44.0,18.9,25.77,23.357804,85.325146,23.487804,85.455146
1991,1900-01-01 19:35:00,Sunny,Jam,scooter,Metropolitian,Ranchi,34.0,4.8,1.0,30.0,18.9,37.8,23.357804,85.325146,23.487804,85.455146
1992,1900-01-01 18:30:00,Sunny,Medium,motorcycle,Metropolitian,Ranchi,26.0,4.7,0.0,17.0,18.9,66.71,23.357804,85.325146,23.487804,85.455146
1993,1900-01-01 17:25:00,Stormy,Medium,motorcycle,Metropolitian,Ranchi,23.0,5.0,1.0,26.0,8.8,20.31,23.357804,85.325146,23.417804,85.385146
1994,1900-01-01 23:05:00,Sandstorms,Low,motorcycle,Metropolitian,Ranchi,26.0,4.9,0.0,11.0,8.8,48.0,23.357804,85.325146,23.417804,85.385146
1995,1900-01-01 17:30:00,Fog,Medium,motorcycle,Metropolitian,Ranchi,32.0,4.7,1.0,25.0,4.42,10.61,23.357804,85.325146,23.387804,85.355146
1996,1900-01-01 17:40:00,Sandstorms,Medium,motorcycle,Metropolitian,Ranchi,34.0,3.7,1.0,31.0,13.15,25.45,23.357804,85.325146,23.447804,85.415146
1997,1900-01-01 15:35:00,Cloudy,Medium,scooter,Metropolitian,Ranchi,31.0,4.6,0.7592242194891201,17.0,5.88,20.75,23.359407,85.325055,23.399407,85.365055
1998,1900-01-01 14:50:00,Sandstorms,High,scooter,Metropolitian,Ranchi,35.0,5.0,1.0,33.0,5.88,10.69,23.359407,85.325055,23.399407,85.365055
1999,1900-01-01 00:00:00,Stormy,Low,motorcycle,Metropolitian,Ranchi,37.0,4.6,1.0,25.0,10.26,24.62,23.359407,85.325055,23.429407,85.395055
2000,1900-01-01 19:00:00,Fog,Medium,motorcycle,Metropolitian,Ranchi,20.0,4.8,1.0,35.0,16.03,27.48,23.359407,85.325055,23.469407,85.435055
2001,1900-01-01 13:15:00,Cloudy,High,motorcycle,Urban,Ranchi,38.0,4.3,1.0,31.0,5.88,11.38,23.359407,85.325055,23.399407,85.365055
2002,1900-01-01 00:00:00,Stormy,Low,motorcycle,Metropolitian,Ranchi,37.0,4.6,1.0,25.0,10.26,24.62,23.359407,85.325055,23.429407,85.395055
2003,1900-01-01 20:15:00,Sandstorms,Jam,motorcycle,Urban,Ranchi,31.0,4.7,1.0,46.0,11.71,15.27,23.359407,85.325055,23.439407,85.405055
2004,1900-01-01 23:10:00,Fog,Low,electric_scooter,Metropolitian,Ranchi,36.0,4.9,1.0,29.0,11.71,24.23,23.359407,85.325055,23.439407,85.405055
2005,1900-01-01 23:35:00,Cloudy,Low,scooter,Metropolitian,Ranchi,39.0,4.3,1.0,39.0,11.71,18.02,23.359407,85.325055,23.439407,85.405055
2006,1900-01-01 21:25:00,Sunny,Jam,motorcycle,Urban,Ranchi,27.0,4.9,1.0,24.0,11.71,29.28,23.359407,85.325055,23.439407,85.405055
2007,1900-01-01 18:50:00,Sandstorms,Medium,motorcycle,Metropolitian,Ranchi,37.0,4.2,2.0,35.0,18.9,32.4,23.359407,85.325055,23.489407,85.455055
2008,1900-01-01 22:15:00,Fog,Jam,motorcycle,Metropolitian,Ranchi,32.0,4.2,0.0,39.0,4.42,6.8,23.359407,85.325055,23.389407,85.355055
2009,1900-01-01 20:00:00,Fog,Jam,motorcycle,Urban,Ranchi,29.0,4.9,1.0,46.0,13.15,17.15,23.359407,85.325055,23.449407,85.415055
2010,1900-01-01 23:45:00,Sunny,Low,motorcycle,Metropolitian,Ranchi,32.0,5.0,0.0,11.0,8.8,48.0,23.359407,85.325055,23.419407,85.385055
2011,1900-01-01 19:35:00,Stormy,Jam,motorcycle,Metropolitian,Ranchi,38.0,4.5,0.0,25.0,10.25,24.6,23.353783,85.326967,23.423783,85.396967
2012,1900-01-01 11:30:00,Fog,High,scooter,Metropolitian,Ranchi,38.0,4.7,2.0,39.0,1.48,2.28,23.353783,85.326967,23.363783,85.336967
2013,1900-01-01 23:20:00,Fog,Low,motorcycle,Metropolitian,Ranchi,34.0,4.8,0.0,28.0,10.25,21.96,23.353783,85.326967,23.423783,85.396967
2014,1900-01-01 11:15:00,Fog,High,motorcycle,Urban,Ranchi,21.0,4.9,1.0,29.0,2.95,6.1,23.353783,85.326967,23.373783,85.346967
2015,1900-01-01 18:10:00,Stormy,Medium,motorcycle,Metropolitian,Ranchi,27.0,4.7,1.0,27.0,11.7,26.0,23.353783,85.326967,23.433783,85.406967
2016,1900-01-01 23:45:00,Sandstorms,Low,scooter,Metropolitian,Ranchi,24.0,4.8,1.0,18.0,11.7,39.0,23.353783,85.326967,23.433783,85.406967
2017,1900-01-01 21:05:00,Sandstorms,Jam,scooter,Urban,Ranchi,26.0,5.0,0.0,12.0,8.8,44.0,23.353783,85.326967,23.413783,85.386967
2018,1900-01-01 21:55:00,Fog,Jam,scooter,Metropolitian,Ranchi,21.0,4.9,0.0,28.0,4.41,9.45,23.353783,85.326967,23.383783,85.356967
2019,1900-01-01 20:50:00,Sunny,Jam,electric_scooter,Metropolitian,Ranchi,33.0,4.5,1.0,21.0,4.41,12.6,23.353783,85.326967,23.383783,85.356967
2020,1900-01-01 19:25:00,Stormy,Jam,scooter,Metropolitian,Ranchi,24.0,4.6,0.0,19.0,4.41,13.93,23.353783,85.326967,23.383783,85.356967
2021,1900-01-01 23:55:00,Fog,Low,scooter,Metropolitian,Ranchi,24.0,4.8,1.0,25.0,10.25,24.6,23.351058,85.325731,23.421058,85.395731
2022,1900-01-01 23:50:00,Sunny,Low,motorcycle,Metropolitian,Ranchi,32.0,4.9,1.0,21.0,7.34,20.97,23.351058,85.325731,23.401058,85.375731
2023,1900-01-01 10:50:00,Windy,Low,scooter,Metropolitian,Ranchi,32.0,4.6,1.0,24.0,2.95,7.38,23.351058,85.325731,23.371058,85.345731
2024,1900-01-01 17:35:00,Windy,Medium,motorcycle,Metropolitian,Ranchi,31.0,5.0,1.0,31.0,7.34,14.21,23.351058,85.325731,23.401058,85.375731
2025,1900-01-01 18:35:00,Sandstorms,Medium,scooter,Urban,Ranchi,39.0,4.3,1.0,33.0,13.15,23.91,23.351058,85.325731,23.441058,85.415731
2026,1900-01-01 21:25:00,Stormy,Jam,motorcycle,Metropolitian,Ranchi,27.0,4.8,0.0,17.0,13.15,46.41,23.351058,85.325731,23.441058,85.415731
2027,1900-01-01 22:20:00,Windy,Low,motorcycle,Metropolitian,Ranchi,38.0,4.8,1.0,22.0,16.03,43.72,23.359194,85.325447,23.469194,85.435447
2028,1900-01-01 10:55:00,Fog,Low,motorcycle,Urban,Ranchi,37.0,4.6,1.0,17.0,1.48,5.22,23.359194,85.325447,23.369194,85.335447
2029,1900-01-01 22:45:00,Cloudy,Low,motorcycle,Metropolitian,Ranchi,37.0,4.8,1.0,29.0,4.42,9.14,23.359194,85.325447,23.389194,85.355447
2030,1900-01-01 23:15:00,Sunny,Low,electric_scooter,Metropolitian,Ranchi,31.0,4.8,0.0,13.0,8.8,40.62,23.359194,85.325447,23.419194,85.385447
2031,1900-01-01 19:00:00,Cloudy,Medium,scooter,Metropolitian,Ranchi,28.0,4.7,0.0,10.0,4.42,26.52,23.359194,85.325447,23.389194,85.355447
2032,1900-01-01 20:00:00,Fog,Jam,motorcycle,Metropolitian,Ranchi,21.0,4.6,1.0,21.0,4.42,12.63,23.359194,85.325447,23.389194,85.355447
2040,1900-01-01 21:20:00,Sunny,Jam,electric_scooter,Metropolitian,Ranchi,38.0,4.8,0.0,19.0,10.23,32.31,23.374989,85.335486,23.444989,85.405486
2041,1900-01-01 10:30:00,Fog,Low,motorcycle,Urban,Ranchi,37.0,5.0,1.0,15.0,1.47,5.88,23.374989,85.335486,23.384989,85.345486
2043,1900-01-01 16:25:00,Windy,Medium,motorcycle,Urban,Ranchi,36.0,4.9,2.0,34.0,5.87,10.36,23.374989,85.335486,23.414989,85.375486
2044,1900-01-01 14:20:00,Stormy,High,motorcycle,Metropolitian,Ranchi,39.0,4.5,1.0,28.0,5.87,12.58,23.374989,85.335486,23.414989,85.375486
2045,1900-01-01 12:00:00,Fog,High,motorcycle,Metropolitian,Ranchi,24.0,4.6,0.0,27.0,2.94,6.53,23.374989,85.335486,23.394989,85.355486
2046,1900-01-01 22:40:00,Sunny,Low,motorcycle,Metropolitian,Ranchi,32.0,4.8,1.0,27.0,7.32,16.27,23.374989,85.335486,23.424989,85.385486
2047,1900-01-01 22:00:00,Cloudy,Jam,scooter,Urban,Ranchi,35.0,4.6,3.0,47.0,18.85,24.06,23.374989,85.335486,23.504989,85.465486
2048,1900-01-01 23:35:00,Windy,Low,motorcycle,Urban,Ranchi,24.0,4.9,0.7592242194891201,17.0,18.85,66.53,23.374989,85.335486,23.504989,85.465486
2049,1900-01-01 10:35:00,Sandstorms,Low,motorcycle,Metropolitian,Ranchi,28.0,4.6,0.0,18.0,2.94,9.8,23.374989,85.335486,23.394989,85.355486
2050,1900-01-01 17:50:00,Windy,Medium,scooter,Metropolitian,Ranchi,31.0,4.2,1.0,37.0,13.12,21.28,23.374989,85.335486,23.464989,85.425486
2051,1900-01-01 20:45:00,Fog,Jam,scooter,Metropolitian,Ranchi,22.0,4.7,2.0,39.0,13.12,20.18,23.374989,85.335486,23.464989,85.425486
2052,1900-01-01 22:45:00,Sunny,Low,motorcycle,Metropolitian,Ranchi,24.0,4.6,0.0,18.0,8.78,29.27,23.374989,85.335486,23.434989,85.395486
2066,1900-01-01 10:00:00,Sandstorms,Low,motorcycle,Urban,Ranchi,34.0,4.5,0.0,24.0,1.47,3.67,23.369746,85.33982,23.379746,85.34982
2067,1900-01-01 17:30:00,Windy,Medium,motorcycle,Metropolitian,Ranchi,33.0,4.4,2.0,44.0,15.97,21.78,23.369746,85.33982,23.479746,85.44982
2068,1900-01-01 10:10:00,Stormy,Low,motorcycle,Metropolitian,Ranchi,36.0,4.5,1.0,28.0,1.47,3.15,23.369746,85.33982,23.379746,85.34982
2070,1900-01-01 12:15:00,Sunny,High,scooter,Metropolitian,Ranchi,24.0,4.9,0.0,10.0,2.94,17.64,23.369746,85.33982,23.389746,85.35982
2071,1900-01-01 17:35:00,Windy,Medium,motorcycle,Metropolitian,Ranchi,38.0,4.9,1.0,42.0,18.82,26.89,23.369746,85.33982,23.499746,85.46982
2073,1900-01-01 16:15:00,Cloudy,Medium,motorcycle,Metropolitian,Ranchi,30.0,4.7,1.0,26.0,5.88,13.57,23.371292,85.327872,23.411292,85.367872
2074,1900-01-01 23:10:00,Fog,Low,motorcycle,Metropolitian,Ranchi,27.0,4.7,0.0,23.0,16.02,41.79,23.371292,85.327872,23.481292,85.437872
2075,1900-01-01 22:35:00,Cloudy,Low,electric_scooter,Metropolitian,Ranchi,36.0,4.2,0.0,33.0,16.02,29.13,23.371292,85.327872,23.481292,85.437872
